State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
New Hampshire,1/13/21,4605,3387,977,7,5,7445,4174968,330256,2902,-18,-9,4,-35,-30,13
New Hampshire,1/14/21,4049,2978,653,12,2,10190,4237841,327519,2852,-21,-10,10,-34,-29,13
New Hampshire,1/15/21,3968,2918,722,11,9,8568,4723358,321633,2268,-23,-9,7,-36,-28,13
New Hampshire,1/16/21,3541,2604,445,19,2,7744,4552762,365622,2096,-31,-20,-41,-43,-14,10
New Hampshire,1/17/21,3285,2416,919,6,2,8028,4421538,336318,2854,-18,-12,12,-39,-13,6
New Hampshire,1/18/21,3114,2290,1000,0,0,5819,4865048,303899,2703,-9,-7,53,-33,-44,14
New Hampshire,1/19/21,2992,2200,845,5,14,5710,3963202,338847,2045,-21,-7,12,-35,-28,12
New Hampshire,1/20/21,2886,2123,728,12,5,11441,4112253,334021,2074,-23,-13,2,-37,-30,13
New Hampshire,1/21/21,3133,2304,857,12,6,9918,4416298,314751,2323,-24,-13,3,-35,-28,13
New Hampshire,1/22/21,3297,2425,657,9,7,8439,4661498,305156,2276,-24,-11,7,-39,-27,14
New Hampshire,1/23/21,3577,2631,625,10,3,10043,4537054,322563,2526,-22,-14,-6,-31,-9,7
New Hampshire,1/24/21,3757,2763,761,6,8,7074,4011488,356029,3222,-26,-17,-23,-36,-12,6
New Hampshire,1/25/21,3618,2661,431,3,7,6230,4326035,319424,3177,-22,-14,4,-36,-29,11
New Hampshire,1/26/21,3635,2673,404,4,5,3968,4409523,312080,2756,-23,-10,10,-33,-27,12
New Hampshire,1/27/21,3952,2906,391,12,2,9270,4330214,320319,2804,-25,-16,1,-34,-31,14
New Hampshire,1/28/21,4259,3132,695,16,7,10265,4291197,313455,2400,-23,-11,10,-34,-27,12
New Hampshire,1/29/21,4545,3343,580,14,8,9073,4349120,316844,3025,-26,-14,-23,-40,-27,15
New Hampshire,1/30/21,4846,3564,524,6,4,11075,4412628,326800,3020,-21,-11,-17,-33,-9,8
New Hampshire,1/31/21,4996,3674,333,15,4,7255,4349174,341821,3234,-17,-4,-4,-31,-9,5
New Hampshire,2/1/21,5127,3771,363,2,-1,5215,4489109,327059,3166,-21,2,-8,-40,-30,12
New Hampshire,2/2/21,5542,4076,326,7,0,0,3891503,400481,3842,-51,-43,-13,-57,-54,25
New Hampshire,2/3/21,5027,3697,337,10,6,13649,4450293,316396,3079,-20,-9,2,-33,-28,12
New Hampshire,2/4/21,4948,3639,396,9,6,6808,4522174,303278,2831,-19,-6,17,-31,-26,11
New Hampshire,2/5/21,5105,3754,478,6,2,9642,4779650,301732,3088,-27,-12,-9,-40,-25,14
New Hampshire,2/6/21,5348,3933,466,7,4,10132,4854829,305848,2830,-16,1,18,-29,-5,5
New Hampshire,2/7/21,5368,3948,318,6,2,6587,4544107,354795,4149,-38,-18,-21,-41,-11,7
New Hampshire,2/8/21,5155,3791,120,2,2,468,4872227,315215,3826,-20,-10,0,-32,-29,11
New Hampshire,2/9/21,4704,3460,419,3,5,7350,4622480,345650,3628,-33,-20,-14,-38,-31,15
New Hampshire,2/10/21,5417,3984,329,7,2,8424,4898171,313370,3166,-16,-5,1,-31,-28,12
New Hampshire,2/11/21,5574,4099,365,1,4,11049,5168147,298314,2980,-17,-4,6,-31,-26,11
New Hampshire,2/12/21,5424,3989,460,9,2,0,4948969,288456,3117,-19,-4,-8,-36,-25,12
New Hampshire,2/13/21,5642,4149,433,4,2,13771,4675248,317453,2481,-11,5,13,-25,-7,5
New Hampshire,2/14/21,6093,4481,280,3,2,7896,4759679,332015,3755,-11,-3,7,-32,-8,5
New Hampshire,2/15/21,6570,4832,232,2,2,3268,5335095,300638,3419,-10,-1,23,-27,-41,14
New Hampshire,2/16/21,6846,5035,198,1,3,4473,4593579,340265,3315,-34,-26,-15,-43,-39,18
New Hampshire,2/17/21,6018,4426,750,12,3,6214,5024334,294620,2853,-13,-2,10,-24,-28,12
New Hampshire,2/18/21,6109,4493,434,2,2,9808,5320267,278155,3300,-16,-1,16,-29,-26,12
New Hampshire,2/19/21,7182,5282,368,2,7,6782,4933848,308256,3927,-34,-21,-14,-41,-30,16
New Hampshire,2/20/21,7089,5214,394,1,0,9549,4827170,316471,4676,-17,-8,11,-18,-6,6
New Hampshire,2/21/21,7467,5492,252,1,1,7489,5022634,317236,4458,,,,,,
New Hampshire,2/22/21,7900,5810,252,0,0,3154,5044809,307759,4254,,,,,,
New Hampshire,2/23/21,8231,6053,258,1,2,0,5299008,298920,3522,,,,,,
New Hampshire,2/24/21,9131,6715,335,2,6,5611,5236397,293213,2864,,,,,,
New Hampshire,2/25/21,9198,6765,310,6,5,17172,5295525,294875,3011,,,,,,
New Hampshire,2/26/21,8355,6145,325,4,3,0,5579856,282632,3437,,,,,,
New Hampshire,2/27/21,8639,6354,273,3,5,15017,4719863,325905,4145,,,,,,
New Hampshire,2/28/21,8685,6387,258,0,4,7065,5014456,325038,4015,,,,,,
New Hampshire,3/1/21,8130,5979,164,0,0,2829,5321976,304322,3612,,,,,,
New Hampshire,3/2/21,8039,5912,215,0,1,3896,5180560,304853,2918,,,,,,
New Hampshire,3/3/21,8178,6015,187,5,4,1914,5256369,300167,2594,,,,,,
New Hampshire,3/4/21,8368,6154,188,3,4,7052,5352045,295768,2129,,,,,,
New Hampshire,3/5/21,8375,6159,244,0,-1,7047,5317920,283046,1915,,,,,,
New Hampshire,3/6/21,8620,6340,273,3,1,0,5155407,298693,1786,,,,,,
New Hampshire,3/7/21,8643,6356,166,3,4,15697,4851719,321889,2360,,,,,,
Wisconsin,10/1/20,,,3000,21,109,32975,16697641,1333453,8195,-12,2,67,-16,-26,8
Wisconsin,10/2/20,,,2825,5,97,31882,16716673,1404530,7042,-14,0,94,-12,-26,8
Wisconsin,10/3/20,,,3054,20,82,28475,16014268,1532729,6617,-13,7,114,-10,-4,3
Wisconsin,10/4/20,,,1926,5,58,25865,14596383,1560330,6916,-7,4,161,-7,-7,0
Wisconsin,10/5/20,,,1727,4,56,21775,15926729,1550823,6649,-14,1,86,-17,-27,7
Wisconsin,10/6/20,,,2075,18,108,23124,17099865,1429732,5720,-15,-1,127,-14,-28,8
Wisconsin,10/7/20,,,2463,16,141,27346,17791309,1378635,6273,-13,0,131,-15,-27,8
Wisconsin,10/8/20,,,3274,9,110,30423,16597331,1412694,6382,-14,0,127,-14,-27,8
Wisconsin,10/9/20,,,3164,16,138,34811,17382839,1427784,5549,-15,-2,164,-10,-27,8
Wisconsin,10/10/20,,,2971,17,120,32759,16821730,1534312,4899,-13,7,226,-7,-2,1
Wisconsin,10/11/20,,,2713,7,79,28261,14429582,1562489,4301,-9,2,182,-7,-6,0
Wisconsin,10/12/20,,,2016,9,56,24939,15874518,1468723,4543,-18,-4,51,-22,-29,10
Wisconsin,10/13/20,,,3428,34,147,29967,16824143,1402402,5671,-17,-2,106,-16,-27,9
Wisconsin,10/14/20,,,3323,29,153,27206,16641175,1367112,7501,-15,-1,76,-14,-27,9
Wisconsin,10/15/20,,,4040,18,138,33859,15776532,1428604,8118,-15,1,78,-15,-27,9
Wisconsin,10/16/20,,,4105,23,135,35157,17456286,1332639,8170,-16,-3,70,-16,-26,10
Wisconsin,10/17/20,,,0,0,0,32435,16379691,1480439,7475,-15,5,95,-12,-4,4
Wisconsin,10/18/20,,,0,0,0,26894,13987162,1557334,6740,-17,-3,65,-15,-8,3
Wisconsin,10/19/20,,,7915,29,292,20113,16337938,1422959,6645,-19,-4,40,-22,-27,9
Wisconsin,10/20/20,,,4686,35,218,15330,16158469,1448649,6217,-21,-6,44,-22,-28,10
Wisconsin,10/21/20,,,4363,50,167,13633,15822441,1477737,6893,-16,-4,64,-16,-27,10
Wisconsin,10/22/20,,,3632,23,151,40867,16091099,1416778,6717,-22,-9,5,-24,-27,12
Wisconsin,10/23/20,,,4643,49,183,40443,17671888,1345483,6826,-18,-6,24,-21,-27,12
Wisconsin,10/24/20,,,4673,29,199,41161,17777074,1458443,5037,-17,1,78,-11,-3,4
Wisconsin,10/25/20,,,3778,10,95,29127,14832616,1539939,7073,-20,-8,41,-21,-9,4
Wisconsin,10/26/20,,,3011,11,84,27878,16459238,1445148,6375,-18,-4,26,-23,-27,9
Wisconsin,10/27/20,,,5501,71,220,34693,16988369,1432631,5343,-19,-5,42,-19,-28,10
Wisconsin,10/28/20,,,4130,48,174,22005,17136581,1391307,5979,-15,-3,56,-19,-27,9
Wisconsin,10/29/20,,,5146,60,193,37721,17331892,1410339,6704,-16,-4,28,-22,-27,10
Wisconsin,10/30/20,,,5357,26,142,37568,18173482,1402017,6353,-16,-3,41,-17,-28,10
Wisconsin,10/31/20,,,5808,63,229,53451,17582515,1551463,5199,-18,6,94,-14,-4,3
Wisconsin,11/1/20,,,3553,18,123,21236,17509034,1693811,10256,-20,-7,13,-25,-10,4
Wisconsin,11/2/20,,,3505,3,100,17559,19245634,1610308,5562,-19,-3,29,-24,-27,9
Wisconsin,11/3/20,,,6104,58,247,49173,17516399,1463379,4700,-11,1,104,-16,-29,9
Wisconsin,11/4/20,,,6255,58,243,31365,16660250,1519582,5266,-19,-6,83,-21,-28,10
Wisconsin,11/5/20,,,6284,40,223,31577,17727956,1605896,6184,-19,-5,74,-23,-27,10
Wisconsin,11/6/20,,,6411,64,244,56991,18258245,1610238,8173,-19,-8,78,-22,-28,11
Wisconsin,11/7/20,,,7521,48,173,43054,17028099,1696312,9978,-16,0,125,-18,-2,4
Wisconsin,11/8/20,,,4407,11,112,24662,16619761,1854698,7880,-12,-3,133,-21,-7,2
Wisconsin,11/9/20,,,4470,18,100,32557,17817821,1633456,5834,-19,-5,57,-24,-28,10
Wisconsin,11/10/20,,,7432,72,291,47573,17108731,1558340,5833,-25,-10,3,-29,-29,12
Wisconsin,11/11/20,,,7537,72,277,34257,17259849,1580789,5779,-17,-3,23,-25,-30,11
Wisconsin,11/12/20,,,8223,67,264,49459,16997702,1575179,6568,-22,-7,25,-26,-28,12
Wisconsin,11/13/20,,,8451,62,274,39614,17739891,1550340,6222,-23,-9,6,-27,-27,13
Wisconsin,11/14/20,,,5581,56,181,54210,16776706,1669532,5791,-21,-3,8,-28,-4,7
Wisconsin,11/15/20,,,6320,12,155,42769,15193434,1704472,11089,-25,-12,-11,-34,-12,6
Wisconsin,11/16/20,,,4638,13,118,28350,17090207,1685917,9189,-22,-7,7,-29,-28,11
Wisconsin,11/17/20,,,7593,103,318,52750,17378396,1677995,9852,-22,-6,13,-26,-29,12
Wisconsin,11/18/20,,,8510,58,283,40138,18007058,1642693,9877,-19,-4,23,-25,-29,11
Wisconsin,11/19/20,,,7448,85,236,45778,18164641,1594148,9533,-19,-3,48,-24,-28,11
Wisconsin,11/20/20,,,7077,81,190,50551,16600518,1577696,10265,-21,-5,29,-23,-28,12
Wisconsin,11/21/20,,,7029,52,208,39436,15988642,1708357,10055,-24,-4,52,-25,-6,5
Wisconsin,11/22/20,,,4019,7,89,40477,14430340,1697506,9662,-21,-7,48,-29,-8,3
Wisconsin,11/23/20,,,3455,8,107,33414,16048566,1614584,8689,-16,3,31,-27,-31,10
Wisconsin,11/24/20,,,6748,114,279,38892,16048295,1610602,10308,-21,1,-2,-28,-34,13
Wisconsin,11/25/20,,,5997,71,248,46685,17009465,1533859,8146,-1,29,13,-24,-39,11
Wisconsin,11/26/20,,,5666,72,201,36568,13610488,1714951,8155,-77,-28,23,-55,-83,25
Wisconsin,11/27/20,,,1422,19,57,33665,17701829,1596322,9524,-21,-16,34,-42,-60,20
Wisconsin,11/28/20,,,5473,30,167,21209,16204002,1652857,10316,-23,-10,60,-27,-11,6
Wisconsin,11/29/20,,,4055,23,117,25061,15290565,1691985,9973,-19,-11,34,-27,-10,4
Wisconsin,11/30/20,,,2676,7,96,27880,16152837,1649506,10068,-19,-7,-5,-30,-28,11
Wisconsin,12/1/20,,,4635,117,277,27071,17654598,1516104,9111,-18,-3,10,-26,-28,11
Wisconsin,12/2/20,,,4565,92,197,26098,18096614,1496188,9412,-17,-3,24,-26,-27,11
Wisconsin,12/3/20,,,5604,70,172,38263,17959761,1501022,10844,-18,-3,12,-27,-27,12
Wisconsin,12/4/20,,,5673,69,202,39104,18767980,1468722,9028,-19,-8,18,-28,-25,13
Wisconsin,12/5/20,,,5711,92,183,38957,18412019,1562114,9860,-15,2,35,-26,2,6
Wisconsin,12/6/20,,,3149,18,90,27704,15296249,1669737,11116,-17,-6,26,-33,-6,5
Wisconsin,12/7/20,,,2322,21,70,27828,15322791,1646140,11524,-20,-6,4,-31,-27,10
Wisconsin,12/8/20,,,4620,81,214,25694,16153161,1556519,10517,-21,-6,8,-30,-27,11
Wisconsin,12/9/20,,,4171,88,215,31660,16257363,1539717,9856,-16,-3,48,-25,-27,10
Wisconsin,12/10/20,,,4709,67,160,37247,16791836,1540970,10377,-17,-3,39,-27,-26,11
Wisconsin,12/11/20,,,4478,57,145,31888,16876023,1584620,10333,-20,-5,-7,-30,-25,13
Wisconsin,12/12/20,,,4624,58,142,43457,15754592,1702367,11122,-25,-6,3,-33,-2,8
Wisconsin,12/13/20,,,2965,15,87,36314,14040082,1733093,10668,-16,-4,14,-30,-6,5
Wisconsin,12/14/20,,,2329,13,77,22272,15755053,1612176,10182,-17,-3,-7,-30,-26,11
Wisconsin,12/15/20,,,4055,56,184,19457,16256071,1548792,8409,-17,-2,0,-27,-27,11
Wisconsin,12/16/20,,,2822,85,146,28659,15972445,1592609,10148,-13,1,8,-25,-26,11
Wisconsin,12/17/20,,,4281,68,129,38534,16647402,1558367,9540,-14,-1,7,-27,-26,11
Wisconsin,12/18/20,,,3921,71,145,38347,17519033,1589621,9901,-15,-2,7,-24,-25,12
Wisconsin,12/19/20,,,4315,90,122,35523,16523174,1696764,9278,-15,6,20,-19,1,5
Wisconsin,12/20/20,,,2045,21,68,24578,13419643,1736854,8046,-7,4,35,-22,-4,4
Wisconsin,12/21/20,,,1629,8,48,24235,15515365,1674737,8346,-6,9,10,-26,-28,10
Wisconsin,12/22/20,,,3027,128,187,21624,16424852,1711066,10171,-2,17,28,-21,-30,10
Wisconsin,12/23/20,,,3063,74,164,28876,16716223,1729680,11476,9,35,29,-21,-36,10
Wisconsin,12/24/20,,,3263,66,128,39779,14259669,1782452,10322,-23,23,-3,-40,-65,18
Wisconsin,12/25/20,,,1639,6,56,39125,9091298,1868689,10195,-86,-56,-26,-62,-85,28
Wisconsin,12/26/20,,,677,4,31,23019,14849267,1754975,11262,-28,-10,8,-32,-18,8
Wisconsin,12/27/20,,,2558,10,95,11349,15897982,1681711,10959,-24,-15,25,-26,-11,5
Wisconsin,12/28/20,,,1557,21,82,13074,18093884,1503244,9763,-11,-2,16,-28,-39,13
Wisconsin,12/29/20,,,2919,92,170,17549,18381805,1476974,9433,-14,6,9,-29,-40,14
Wisconsin,12/30/20,,,3170,40,126,25493,18454831,1550025,10698,-19,-7,19,-28,-43,16
Wisconsin,12/31/20,,,4212,50,143,39680,19252702,1443824,9529,0,25,33,-31,-52,15
Wisconsin,1/1/21,,,2085,12,50,32340,15501684,1716068,10270,-46,-40,11,-57,-77,29
Wisconsin,1/2/21,,,1129,2,49,21846,18274610,1553496,10544,-24,-7,27,-27,-13,8
Wisconsin,1/3/21,,,2593,5,80,8455,15797601,1685598,10149,-24,-13,22,-27,-8,6
Wisconsin,1/4/21,,,1626,8,51,12009,18607736,1391721,7930,-19,-5,-5,-29,-26,11
Wisconsin,1/5/21,,,4019,97,216,22559,18362045,1367330,8260,-20,-4,7,-27,-27,11
Wisconsin,1/6/21,,,4109,69,175,32470,18759877,1308601,9392,-20,-7,3,-28,-27,12
Wisconsin,1/7/21,,,4509,42,99,39652,18801760,1298615,10025,-23,-9,-4,-30,-26,12
Wisconsin,1/8/21,,,4110,52,136,40683,20259428,1271443,10403,-23,-12,-8,-31,-24,13
Wisconsin,1/9/21,,,3516,38,120,26539,20142964,1345088,11759,-19,-3,24,-27,-2,6
Wisconsin,1/10/21,,,2126,3,52,23843,17464676,1456980,12697,-18,-8,23,-30,-8,5
Wisconsin,1/11/21,,,1682,5,56,18002,18257955,1365283,11026,-23,-8,-9,-30,-25,11
Wisconsin,1/12/21,,,3307,58,149,18049,18389672,1344228,10037,-24,-7,5,-27,-26,11
Wisconsin,1/13/21,0,0,2771,46,122,29499,18934014,1312936,11452,-21,-6,11,-27,-26,11
Wisconsin,1/14/21,6351,1091,3140,49,99,41690,18832419,1311567,10984,-27,-11,-9,-30,-27,12
Wisconsin,1/15/21,10850,1863,2706,42,119,29446,21504316,1290268,10102,-29,-16,-12,-30,-27,14
Wisconsin,1/16/21,10868,1867,2409,135,103,26697,21568954,1417524,9917,-28,-9,8,-28,-5,6
Wisconsin,1/17/21,10880,1869,1891,1,50,25805,19164469,1367961,13233,-20,-14,25,-29,-10,5
Wisconsin,1/18/21,10887,1870,1169,20,54,15335,22196012,1195703,13303,-21,-11,-1,-30,-33,12
Wisconsin,1/19/21,10892,1871,1933,47,114,19302,18035185,1366391,9974,-29,-11,-8,-27,-28,11
Wisconsin,1/20/21,12177,2091,1851,62,119,28822,18985673,1329198,10780,-26,-12,-11,-27,-27,12
Wisconsin,1/21/21,12686,2179,2569,55,82,35774,21078998,1239520,12160,-24,-10,-2,-27,-26,11
Wisconsin,1/22/21,13003,2233,2303,45,91,40284,21507780,1213728,12238,-25,-13,-18,-29,-25,13
Wisconsin,1/23/21,14986,2574,2012,49,89,29672,20686825,1283313,11208,-21,-4,9,-27,-3,6
Wisconsin,1/24/21,16663,2862,1374,6,67,23209,18277417,1466462,14679,-34,-19,4,-29,-8,5
Wisconsin,1/25/21,16186,2780,1100,9,56,12931,19041208,1280366,13187,-26,-9,-14,-31,-26,11
Wisconsin,1/26/21,14943,2566,1564,65,135,17138,19228172,1395624,14039,-39,-24,-15,-35,-35,15
Wisconsin,1/27/21,16147,2773,1559,38,93,29580,20164908,1257319,12888,-23,-8,-5,-27,-26,11
Wisconsin,1/28/21,17594,3022,1980,32,87,42793,19946586,1259134,12671,-25,-11,-11,-29,-25,11
Wisconsin,1/29/21,20864,3583,1804,56,91,31499,21231769,1213948,12401,-23,-11,-5,-28,-23,11
Wisconsin,1/30/21,23517,4039,1613,40,89,30427,20576678,1287515,10941,-21,1,21,-32,-3,6
Wisconsin,1/31/21,26110,4484,1143,4,55,22737,18157095,1558306,18500,-41,-31,5,-36,-16,8
Wisconsin,2/1/21,28216,4846,781,2,39,-16802,21437868,1296393,14672,-24,-9,-5,-28,-25,10
Wisconsin,2/2/21,29134,5004,1296,44,123,43823,21586384,1259972,12003,-23,-8,0,-29,-26,10
Wisconsin,2/3/21,30379,5218,1539,16,94,32129,21222411,1211495,12795,-15,5,10,-24,-25,9
Wisconsin,2/4/21,26714,4588,1719,49,80,41946,19213064,1372571,14015,-43,-23,-25,-37,-32,16
Wisconsin,2/5/21,26898,4620,1427,30,100,25984,21984534,1230303,12819,-32,-16,-25,-31,-27,14
Wisconsin,2/6/21,26856,4613,1114,36,90,29609,20640429,1306022,12267,-27,-7,-24,-34,-4,8
Wisconsin,2/7/21,35924,6170,766,2,61,14437,19760972,1442866,17920,-34,-18,-36,-39,-11,6
Wisconsin,2/8/21,35695,6131,609,1,34,-13449,22370795,1303546,17528,-29,-14,-30,-34,-27,11
Wisconsin,2/9/21,35326,6067,865,49,102,16626,21887793,1286302,14471,-27,-11,-24,-31,-26,11
Wisconsin,2/10/21,35504,6098,999,42,69,32691,22116330,1265628,14288,-23,-9,-21,-30,-25,11
Wisconsin,2/11/21,39623,6805,1428,18,52,39684,23460372,1215532,15007,-25,-9,-25,-30,-25,11
Wisconsin,2/12/21,38475,6608,1102,11,55,29891,22467648,1173804,13754,-25,-10,-25,-27,-25,13
Wisconsin,2/13/21,39698,6818,866,10,71,25645,20358239,1379087,12958,-28,-7,-25,-31,-6,8
Wisconsin,2/14/21,30412,5223,562,1,34,20460,20080196,1404106,18643,-19,-9,-31,-32,-9,6
Wisconsin,2/15/21,30043,5160,426,4,38,15430,23598758,1237706,15276,-27,-12,-33,-35,-31,13
Wisconsin,2/16/21,31768,5456,779,39,82,16160,23884731,1203388,12814,-30,-13,-17,-32,-29,12
Wisconsin,2/17/21,30827,5295,771,10,76,31540,23355479,1180410,14610,-23,-6,-11,-29,-25,10
Wisconsin,2/18/21,30553,5247,866,18,58,36012,24964065,1111335,15086,-23,-8,-7,-29,-24,10
Wisconsin,2/19/21,38988,6696,919,36,79,28691,24504153,1117462,13809,-22,-10,-10,-28,-24,11
Wisconsin,2/20/21,38929,6686,815,19,81,25296,22548763,1246369,12553,-16,-1,38,-23,-3,4
Wisconsin,2/21/21,39315,6752,451,0,27,24235,21277946,1309366,18053,,,,,,
Wisconsin,2/22/21,39824,6840,472,0,32,15157,23890386,1192922,17952,,,,,,
Wisconsin,2/23/21,38279,6574,707,39,63,16989,24514429,1163455,14230,,,,,,
Wisconsin,2/24/21,38605,6630,841,26,55,27260,23721563,1168548,13500,,,,,,
Wisconsin,2/25/21,39149,6724,965,58,61,88386,24267371,1158836,13814,,,,,,
Wisconsin,2/26/21,31793,5460,793,5,59,35113,24812271,1101616,12994,,,,,,
Wisconsin,2/27/21,33258,5712,868,15,75,26314,24131281,1182157,11890,,,,,,
Wisconsin,2/28/21,34279,5887,481,0,39,20046,21663311,1319739,16264,,,,,,
Wisconsin,3/1/21,35514,6100,333,0,31,15040,24246526,1171168,14774,,,,,,
Wisconsin,3/2/21,37365,6417,607,36,64,16676,23775599,1149485,11504,,,,,,
Wisconsin,3/3/21,38650,6638,780,19,57,31959,24186225,1159239,12440,,,,,,
Wisconsin,3/4/21,40300,6922,855,13,51,37986,24666937,1139415,13234,,,,,,
Wisconsin,3/5/21,42401,7282,721,12,57,28542,25258239,1078076,12691,,,,,,
Wisconsin,3/6/21,42845,7359,614,8,45,24321,24031352,1159424,12060,,,,,,
Wisconsin,3/7/21,42786,7348,377,4,25,19193,21699973,1251390,16772,,,,,,
Vermont,10/1/20,,,3,0,0,3591,2007048,152182,922,-4,8,116,-18,-24,6
Vermont,10/2/20,,,14,0,0,5126,1826032,157319,839,-10,0,48,-29,-26,9
Vermont,10/3/20,,,9,0,0,5059,1855310,166002,796,-1,6,180,-16,-10,2
Vermont,10/4/20,,,6,0,0,4139,1733422,174099,791,4,12,185,-15,-11,0
Vermont,10/5/20,,,33,0,0,4538,1734642,172893,775,-1,3,120,-19,-26,6
Vermont,10/6/20,,,4,0,0,902,1841565,159847,666,-5,4,136,-17,-26,7
Vermont,10/7/20,,,7,0,0,1320,1813218,157449,836,-9,0,57,-29,-29,10
Vermont,10/8/20,,,11,0,0,5575,1815411,159681,783,-5,4,96,-24,-24,8
Vermont,10/9/20,,,8,0,0,1873,1818509,162782,634,-5,2,128,-22,-27,8
Vermont,10/10/20,,,10,0,0,4436,1765746,169822,534,2,6,227,-19,-10,2
Vermont,10/11/20,,,10,0,0,6371,1671776,170577,477,13,15,238,-17,-10,1
Vermont,10/12/20,,,9,0,0,6903,1785387,164089,478,7,3,147,-21,-35,9
Vermont,10/13/20,,,11,0,0,1460,1790680,159137,642,-10,-3,32,-32,-27,10
Vermont,10/14/20,,,3,0,0,1420,1880845,154027,913,-7,3,104,-20,-27,9
Vermont,10/15/20,,,16,0,0,5127,1721819,159442,907,-7,4,104,-22,-23,7
Vermont,10/16/20,,,13,0,0,1866,1795535,153590,978,-15,-6,8,-36,-28,12
Vermont,10/17/20,,,9,0,0,7915,1852575,162548,917,-8,-1,116,-32,-11,4
Vermont,10/18/20,,,11,0,0,5301,1642388,168297,822,-6,2,107,-39,-12,2
Vermont,10/19/20,,,8,0,0,4271,1812908,158201,795,-10,-6,45,-33,-25,9
Vermont,10/20/20,,,12,0,0,875,1802682,162973,650,-14,-5,35,-32,-25,10
Vermont,10/21/20,,,20,0,0,2103,1750335,162869,659,-11,-3,46,-28,-27,10
Vermont,10/22/20,,,16,0,0,5084,1909088,158291,640,-12,-2,68,-28,-22,8
Vermont,10/23/20,,,30,0,0,9007,2066294,152505,686,-13,-5,63,-32,-24,8
Vermont,10/24/20,,,28,0,0,4878,2023769,162012,535,-13,-6,63,-42,-12,4
Vermont,10/25/20,,,30,0,0,6591,1784686,164110,602,-9,-1,73,-45,-12,2
Vermont,10/26/20,,,9,0,0,771,1889267,166314,611,-12,-7,6,-37,-25,10
Vermont,10/27/20,,,31,0,0,1725,1956210,164892,561,-11,-4,42,-29,-24,9
Vermont,10/28/20,,,11,0,0,4609,1977756,165514,564,-12,-3,26,-33,-28,11
Vermont,10/29/20,,,16,0,0,2538,1988484,162976,693,-15,-5,9,-39,-24,9
Vermont,10/30/20,,,19,0,0,4944,2031839,164494,501,-18,-8,2,-41,-26,10
Vermont,10/31/20,,,22,0,0,5108,2137921,169143,489,-19,-6,46,-41,-12,4
Vermont,11/1/20,,,17,0,0,4586,2015400,168547,539,-18,-5,5,-56,-14,4
Vermont,11/2/20,,,23,0,0,2771,1785043,177599,649,-16,-11,-4,-43,-26,10
Vermont,11/3/20,,,22,0,0,628,1792152,167853,424,-13,-6,7,-26,-28,11
Vermont,11/4/20,,,31,0,0,2653,1838509,165386,348,-15,-7,15,-38,-28,12
Vermont,11/5/20,,,38,0,0,5623,2096054,169874,566,-16,-5,35,-35,-23,9
Vermont,11/6/20,,,28,0,0,4429,2222496,164046,742,-17,-12,23,-40,-25,10
Vermont,11/7/20,,,28,1,0,5490,1784437,173914,554,-15,-9,79,-41,-8,4
Vermont,11/8/20,,,54,0,0,4487,1687751,190516,577,-12,-4,75,-47,-12,2
Vermont,11/9/20,,,25,0,0,7499,1957247,183180,482,-11,-8,50,-36,-24,8
Vermont,11/10/20,,,52,0,0,1254,1889882,175123,472,-12,-7,64,-34,-24,9
Vermont,11/11/20,,,89,0,0,2225,1763831,174460,493,-12,-5,14,-41,-35,13
Vermont,11/12/20,,,125,0,0,6242,1816790,173320,459,-18,-6,9,-42,-24,10
Vermont,11/13/20,,,102,0,0,5461,1836842,171506,517,-24,-10,-13,-48,-26,12
Vermont,11/14/20,,,98,0,0,6525,1848680,183647,561,-27,-15,24,-59,-15,7
Vermont,11/15/20,,,44,0,0,6894,1729760,178846,809,-28,-12,3,-63,-18,6
Vermont,11/16/20,,,124,0,0,2662,1851081,180299,741,-20,-11,5,-45,-27,11
Vermont,11/17/20,,,106,0,0,2115,1891198,183463,726,-22,-9,7,-38,-28,11
Vermont,11/18/20,,,54,1,0,2620,1871673,180449,667,-22,-9,-8,-44,-32,14
Vermont,11/19/20,,,152,1,0,10540,1856418,180969,712,-22,-8,-6,-40,-26,12
Vermont,11/20/20,,,144,1,0,5041,1707816,176923,819,-25,-12,-1,-43,-27,12
Vermont,11/21/20,,,88,1,0,8637,1713705,188481,888,-26,-14,22,-49,-13,7
Vermont,11/22/20,,,88,0,0,10118,1555566,184909,697,-26,-10,5,-60,-14,5
Vermont,11/23/20,,,68,0,0,6566,1686901,179546,809,-14,-6,-8,-46,-30,12
Vermont,11/24/20,,,50,1,0,4718,1699355,178922,800,-13,3,10,-38,-31,11
Vermont,11/25/20,,,93,0,0,5190,1766985,177771,855,-7,23,5,-38,-40,14
Vermont,11/26/20,,,79,0,0,0,1481209,189701,758,-80,-51,-17,-73,-82,28
Vermont,11/27/20,,,98,3,0,13044,1800090,180522,823,-30,-24,5,-57,-58,21
Vermont,11/28/20,,,40,0,0,1313,1655682,184782,901,-32,-23,1,-59,-19,9
